id,sentence,difficulty,note_orthographe,lexical_complexite,char_length,word_length,type_token_ratio,sentence_length,avg_word_length,complexite_texte,PUNCT,ADV,CCONJ,X,AUX,DET,PRON,NUM,NOUN,INTJ,ADP,ADJ,VERB,PROPN,SCONJ
40,"Ben, on est tous débordés quoi.",0,1.0,0.054308832528727806,0.01721938775510204,0.01893939393939394,1.0,0.01893939393939394,0.2121212121212121,0.043478260869565216,0.25,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0
41,"Un petit garçon : Ben trois dans un nid et dans l'autre, y'en a deux",1,1.0,0.0770867128383957,0.04081632653061224,0.05303030303030304,0.8500000000000001,0.05303030303030304,0.14545454545454545,0.019565217391304346,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0
42,J'ai été en forme toute la matinée.,1,0.5714285714285716,0.06312821558894856,0.019770408163265304,0.022727272727272728,1.0,0.022727272727272728,0.19480519480519487,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
43,"L'ordinateur peut aussi répondre à des interruptions qui lui permettent d'exécuter des programmes de réponses spécifiques à chacune, puis de reprendre l'exécution séquentielle du programme interrompu.",5,1.0,0.170088101875686,0.125,0.0946969696969697,0.7403846153846154,0.0946969696969697,0.43006993006993005,0.16847826086956522,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.0,0.12903225806451613,0.0967741935483871,0.0,0.1935483870967742,0.0,0.1935483870967742,0.06451612903225806,0.16129032258064516,0.03225806451612903,0.0
44,Il a plu et j'ai attendu l'autobus.,1,1.0,0.051291675166020706,0.019770408163265304,0.022727272727272728,1.0,0.022727272727272728,0.19480519480519487,0.05434782608695653,0.1,0.0,0.1,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
45,"Dans d'autres cas il s'agit de limites relatives, basées sur un taux de croissance démographique de référence, valables là aussi uniquement hors centres ou pondérées en fonction du degré de centralité.",5,1.0,0.17366061512658368,0.1256377551020408,0.11363636363636365,0.782258064516129,0.11363636363636365,0.3196480938416422,0.1956521739130435,0.08333333333333333,0.08333333333333333,0.027777777777777776,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.25,0.0,0.25,0.1111111111111111,0.08333333333333333,0.0,0.0
46,C'est bien !,0,1.0,0.04073162439654586,0.005102040816326531,0.007575757575757576,1.0,0.007575757575757576,0.12121212121212122,0.016304347826086956,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,"En 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective.",3,1.0,0.1073411754040026,0.05548469387755101,0.05303030303030304,0.8500000000000001,0.05303030303030304,0.2848484848484849,0.10869565217391304,0.1,0.05,0.0,0.0,0.05,0.1,0.0,0.1,0.2,0.0,0.25,0.1,0.05,0.0,0.0
48,Les médecins des donneurs vous conseilleront volontiers dans un tel cas vous renseigneront par rapport aux dons de sang.,4,1.0,0.12417923437818722,0.07397959183673468,0.06818181818181819,0.8815789473684208,0.06818181818181819,0.3062200956937799,0.10869565217391304,0.05,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.25,0.1,0.1,0.0,0.0
49,Le plus inquiétant c'est que la Scandinavie avait déjà battu des records de chaleur pendant l'été 2018,1,0.8235294117647056,0.11162031685591893,0.062499999999999986,0.06060606060606061,1.0,0.06060606060606061,0.27807486631016043,0.05163043478260869,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.0,0.05263157894736842
50,J'aime le ski.,0,1.0,0.036205888352485206,0.006377551020408163,0.007575757575757576,1.0,0.007575757575757576,0.18181818181818182,0.02717391304347826,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
51,"""Malheureusement, il semble désormais évident qu'il n'y a pas de voie pour obtenir une confirmation"", a écrit Neera Tanden à Joe Biden en retirant sa candidature",3,1.0,0.1358536751206908,0.10012755102040816,0.0946969696969697,0.9134615384615383,0.0946969696969697,0.2937062937062937,0.08695652173913043,0.125,0.09375,0.0,0.0,0.03125,0.09375,0.09375,0.0,0.09375,0.0,0.09375,0.03125,0.15625,0.15625,0.03125
52,Pourquoi l'oisillon se retrouve-t-il seul dans la forêt ?,0,1.0,0.07055506448176603,0.03380102040816326,0.0303030303030303,1.0,0.0303030303030303,0.31313131313131315,0.06521739130434782,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0
53,Elle est née quel jour ?,0,1.0,0.048274517803313606,0.012755102040816327,0.01893939393939394,1.0,0.01893939393939394,0.10606060606060608,0.03260869565217392,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
54,"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante et qui contraignent l'humanité à travailler en créant un cercle vicieux qui fait du travail une nécessité pour accéder à ses propres désirs",5,1.0,0.20312676026095694,0.14477040816326528,0.13257575757575757,0.75,0.13257575757575757,0.31313131313131315,0.20652173913043478,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.18421052631578946,0.0,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.0,0.0
55,Une bouchée de : cette expression fait référence à la quantité d'un aliment qu'on met dans la bouche en une fois.,2,1.0,0.12195117971034197,0.06951530612244897,0.07575757575757576,0.8928571428571428,0.07575757575757576,0.2207792207792208,0.13043478260869565,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.041666666666666664,0.0,0.2916666666666667,0.0,0.20833333333333334,0.0,0.08333333333333333,0.0,0.041666666666666664
56,"Si tu respectait les indications plus sérieusement, tu trouverais plus facilement ton chemin à travers ces ruelles.",3,1.0,0.10720211379637626,0.0707908163265306,0.06060606060606061,0.7352941176470589,0.06060606060606061,0.34759358288770054,0.034420289855072464,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.15789473684210525,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842
57,"Aussitôt que Julie eut découvert la vérité, elle fut furieuse",5,1.0,0.0849445842115999,0.03635204081632652,0.03409090909090909,1.0,0.03409090909090909,0.29090909090909095,0.059782608695652176,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
58,Pile au moment où on a le plus besoin de réconfort,1,1.0,0.06997484191201467,0.029336734693877552,0.03787878787878789,1.0,0.03787878787878789,0.1487603305785124,0.059782608695652176,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0
59,"Le train, en son temps, était également craint. Brigitte Munier Les robots suscitent l'enthousiasme des Occidentaux, mais aussi leur angoisse: au lieu de les concevoir comme de simples outils ou, à la manière japonaise, tels d'amicaux auxiliaires, ils craignent des compétiteurs menaçant leur avenir.",4,0.9318181818181817,0.13693252646132226,0.18877551020408162,0.1628787878787879,0.8465909090909092,0.1628787878787879,0.3491735537190082,0.09963768115942029,0.16363636363636364,0.05454545454545454,0.03636363636363636,0.0,0.01818181818181818,0.14545454545454545,0.03636363636363636,0.0,0.2545454545454545,0.0,0.14545454545454545,0.07272727272727272,0.07272727272727272,0.0,0.0
60,Je viens d'emménager dans ma nouvelle maison.,1,1.0,0.06707372906325784,0.026147959183673467,0.022727272727272728,1.0,0.022727272727272728,0.3246753246753246,0.048913043478260865,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0
61,"Et cette année, ça défile !",2,0.5,0.052916298361324526,0.014668367346938774,0.01893939393939394,1.0,0.01893939393939394,0.1515151515151515,0.03260869565217392,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
62,"Compte tenu de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu'un tel résultat est un artéfact dû à la coupure artificielle d'une seule tache de prairie.",4,0.8928571428571428,0.24869021954331463,0.21237244897959182,0.20833333333333334,0.6383928571428572,0.20833333333333334,0.275974025974026,0.16576086956521738,0.06557377049180328,0.08196721311475409,0.0,0.0,0.03278688524590164,0.18032786885245902,0.01639344262295082,0.0,0.2459016393442623,0.0,0.14754098360655737,0.13114754098360656,0.08196721311475409,0.0,0.01639344262295082
63,"Après mûre réflexion, la Commission européenne a eu une idée brillante: s'attaquer à un nouveau chantier, qui avait jusque-là bizarrement échappé à sa sagacité légendaire.",4,1.0,0.15056775685047935,0.10650510204081631,0.09090909090909091,0.9100000000000001,0.09090909090909091,0.3527272727272727,0.16304347826086957,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.0,0.16666666666666666,0.0,0.1,0.13333333333333333,0.1,0.0,0.0
64,"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",2,1.0,0.11906167131298019,0.07716836734693877,0.06060606060606061,0.7352941176470589,0.06060606060606061,0.40106951871657753,0.13043478260869565,0.16666666666666666,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.25,0.0,0.08333333333333333,0.0,0.0
65,"Et toi, qu'est-ce que tu vas faire ?",1,1.0,0.05639763377983272,0.02040816326530612,0.026515151515151516,1.0,0.026515151515151516,0.1477272727272727,0.059782608695652176,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091
66,Les valorisations boursières des sociétés Internet comme AMAZON,5,1.0,0.08355205004419664,0.037627551020408156,0.026515151515151516,1.0,0.026515151515151516,0.45454545454545453,0.03804347826086957,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.25,0.125,0.0,0.25,0.0
