id,sentence,difficulty,note_orthographe,lexical_complexite,char_length,word_length,type_token_ratio,sentence_length,avg_word_length,complexite_texte,PUNCT,ADV,CCONJ,X,AUX,DET,PRON,NUM,NOUN,INTJ,ADP,ADJ,VERB,PROPN,SCONJ
11,La presse s'est abondamment fait l'écho des effets secondaires ressentis par les soignants de moins de 65 ans.,3,1.0,0.1180559521920778,0.06760204081632652,0.06439393939393939,0.9441097724230255,0.06439393939393939,0.26388888888888895,0.06306306306306306,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.0,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.0,0.0
12,"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.",2,1.0,0.08207248249133063,0.04081632653061224,0.045454545454545456,0.9226135310472662,0.045454545454545456,0.19230769230769226,0.05105105105105105,0.11764705882352941,0.0,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.0,0.17647058823529413,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705
13,J'habite une belle ville dans le nord de la France.,0,1.0,0.06962670837016385,0.029974489795918362,0.03409090909090909,1.0,0.03409090909090909,0.18333333333333332,0.036036036036036036,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
14,"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.",3,1.0,0.10444006255524578,0.05931122448979591,0.05303030303030304,0.9329317269076306,0.05303030303030304,0.2944444444444444,0.05105105105105105,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.23529411764705882,0.0,0.23529411764705882,0.0,0.11764705882352941,0.0,0.0
15,"Ma timidité me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine me retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.",5,0.8378378378378377,0.19852895446612723,0.14030612244897958,0.13636363636363638,0.8096711169000327,0.13636363636363638,0.2567567567567567,0.06456456456456457,0.09302325581395349,0.09302325581395349,0.06976744186046512,0.0,0.0,0.06976744186046512,0.20930232558139536,0.0,0.13953488372093023,0.0,0.11627906976744186,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.046511627906976744
16,Je pense que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art contemporain.,3,1.0,0.11637606970441672,0.062499999999999986,0.05681818181818182,1.0,0.05681818181818182,0.28645833333333337,0.057057057057057055,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.21052631578947367,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842
17,"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",0,1.0,0.08509931023020026,0.0433673469387755,0.05303030303030304,0.9329317269076306,0.05303030303030304,0.15555555555555553,0.05105105105105105,0.11764705882352941,0.11764705882352941,0.0,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941
18,"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ""ça a libéré ma ligne"", déclare-t-elle.",3,1.0,0.13293345398057438,0.08928571428571427,0.08712121212121213,0.9580823293172692,0.08712121212121213,0.2534722222222222,0.09309309309309309,0.1935483870967742,0.0,0.03225806451612903,0.0,0.03225806451612903,0.16129032258064516,0.0967741935483871,0.0,0.16129032258064516,0.0,0.0967741935483871,0.0,0.12903225806451613,0.06451612903225806,0.03225806451612903
19,Je ne fais pas grand-chose à la maison.,1,1.0,0.06266403753314748,0.02232142857142857,0.026515151515151516,1.0,0.026515151515151516,0.16666666666666666,0.02702702702702703,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0
20,Elle ajoute qu'une interdiction totale est impossible à gérer.,3,0.6666666666666665,0.08466607737811925,0.03698979591836734,0.0303030303030303,1.0,0.0303030303030303,0.33333333333333337,0.03303303303303303,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091
21,"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",5,1.0,0.15689218286076922,0.10714285714285714,0.10984848484848486,0.899397590361446,0.10984848484848486,0.23055555555555554,0.05555555555555555,0.1891891891891892,0.05405405405405406,0.02702702702702703,0.0,0.0,0.1891891891891892,0.02702702702702703,0.0,0.21621621621621623,0.0,0.16216216216216217,0.0,0.13513513513513514,0.0,0.0
22,"Comme le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel",5,0.8846153846153846,0.1474447941956411,0.10969387755102039,0.0946969696969697,0.9613067655236331,0.0946969696969697,0.3173076923076923,0.046546546546546545,0.12903225806451613,0.12903225806451613,0.0,0.0,0.06451612903225806,0.16129032258064516,0.0,0.0,0.22580645161290322,0.0,0.06451612903225806,0.06451612903225806,0.0967741935483871,0.0,0.06451612903225806
23,Je ne t'ai pas téléphoné parce que j'ai eu trop de travail.,2,1.0,0.08616305160807777,0.035076530612244895,0.04166666666666667,1.0,0.04166666666666667,0.16666666666666666,0.04504504504504504,0.06666666666666667,0.2,0.0,0.0,0.13333333333333333,0.0,0.2,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.13333333333333333
24,C'est peut-être ça que vous cherchez ?,1,0.5714285714285716,0.059182702114639274,0.021683673469387755,0.022727272727272728,1.0,0.022727272727272728,0.21428571428571427,0.024024024024024024,0.125,0.125,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125
25,"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?",5,1.0,0.14323208579005134,0.09374999999999999,0.0946969696969697,1.0,0.0946969696969697,0.23717948717948714,0.08708708708708708,0.06896551724137931,0.10344827586206896,0.0,0.0,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.1724137931034483,0.0,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.0,0.034482758620689655
26,Je consulte d'habitude ma messagerie. Et puis je prends un café.,0,1.0,0.061515196845039775,0.038265306122448974,0.03787878787878789,1.0,0.03787878787878789,0.2424242424242424,0.02102102102102102,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0
27,Nous sommes en train de dîner.,1,0.5,0.055701366696131085,0.016581632653061222,0.01893939393939394,1.0,0.01893939393939394,0.18055555555555555,0.02102102102102102,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0
28,"En fait, je trouve que l'éducation est une bonne chose.",2,0.7000000000000002,0.06962670837016385,0.03252551020408163,0.03409090909090909,1.0,0.03409090909090909,0.21666666666666665,0.039039039039039033,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693
29,As-tu besoin de quelque chose?,0,1.0,0.05744203440538519,0.016581632653061222,0.015151515151515152,1.0,0.015151515151515152,0.2666666666666667,0.005005005005005005,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.125,0.0
30,"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.",4,1.0,0.15345726524784112,0.1256377551020408,0.10227272727272728,0.8922117039586921,0.10227272727272728,0.35119047619047616,0.12312312312312311,0.12195121951219512,0.07317073170731707,0.0,0.0,0.04878048780487805,0.0975609756097561,0.07317073170731707,0.0,0.21951219512195122,0.0,0.17073170731707318,0.0975609756097561,0.07317073170731707,0.024390243902439025,0.0
31,"Le mariage mixte apparaît comme le lieu privilégié ou les cultures s'affrontent, dialoguent et se fondent.",3,1.0,0.10962338417835797,0.06505102040816325,0.05681818181818182,1.0,0.05681818181818182,0.30729166666666663,0.057057057057057055,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.21052631578947367,0.0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.0,0.0
32,"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche",3,1.0,0.10368049846393491,0.061224489795918366,0.05681818181818182,1.0,0.05681818181818182,0.27604166666666663,0.05105105105105105,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.17647058823529413,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.0
33,"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",5,0.9249999999999998,0.20052228771634148,0.15752551020408162,0.14772727272727273,0.8490963855421687,0.14772727272727273,0.275,0.13213213213213215,0.045454545454545456,0.13636363636363635,0.0,0.0,0.045454545454545456,0.1590909090909091,0.022727272727272728,0.022727272727272728,0.18181818181818182,0.0,0.1590909090909091,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.06818181818181818
34,"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants ; plus nous la dégradons, plus nous dégradons nos vies5.",5,1.0,0.1016212465811782,0.10331632653061223,0.10606060606060606,0.7571665974241796,0.10606060606060606,0.2298850574712644,0.03303303303303303,0.18181818181818182,0.15151515151515152,0.0,0.0,0.0,0.12121212121212122,0.15151515151515152,0.0,0.12121212121212122,0.0,0.09090909090909091,0.06060606060606061,0.12121212121212122,0.0,0.0
35,"C'est le début de troubles qui se poursuivent et s'étendent au reste du territoire tout au long du mois de septembre les fameuses ""Journées de septembre"" amplifiés le refus de Guillaume 1er de considérer les revendications des insurgés",3,0.9210526315789473,0.20165957757580788,0.14732142857142855,0.14015151515151517,0.7882054533925176,0.14015151515151517,0.26754385964912275,0.12612612612612614,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.0,0.30952380952380953,0.0,0.23809523809523808,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.0
36,Les filles s'étaient fait des colliers en fruits rouges qui ressemblaient à des perles.,3,1.0,0.10026246005303595,0.052933673469387744,0.04924242424242424,0.9281411359724614,0.04924242424242424,0.27380952380952384,0.04804804804804805,0.0625,0.0,0.0,0.0,0.0625,0.1875,0.125,0.0,0.25,0.0,0.125,0.0625,0.125,0.0,0.0
37,Je reste avec toi.,0,1.0,0.048738695859114695,0.008928571428571428,0.011363636363636364,1.0,0.011363636363636364,0.14583333333333334,0.015015015015015015,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0
38,Un revenu devient donc une nécessité pour que l'Homme puisse accéder à la satisfaction d'avoir comblé ses désirs,5,1.0,0.11697287006187528,0.06887755102040816,0.06439393939393939,1.0,0.06439393939393939,0.27314814814814814,0.06006006006006005,0.0,0.05,0.0,0.0,0.05,0.25,0.0,0.0,0.25,0.0,0.15,0.0,0.2,0.0,0.05
39,Tu mangeas les petits fruits dès que tu les eus cueillis,5,1.0,0.08041884816753926,0.033163265306122444,0.03787878787878789,0.9085432639649508,0.03787878787878789,0.1818181818181818,0.03303303303303303,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091
40,"Ben, on est tous débordés quoi.",0,1.0,0.054308832528727806,0.01721938775510204,0.01893939393939394,1.0,0.01893939393939394,0.1944444444444444,0.024024024024024024,0.25,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0
41,"Un petit garçon : Ben trois dans un nid et dans l'autre, y'en a deux",1,1.0,0.0770867128383957,0.04081632653061224,0.05303030303030304,0.9329317269076306,0.05303030303030304,0.13333333333333333,0.01081081081081081,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0
42,J'ai été en forme toute la matinée.,1,0.5714285714285716,0.06312821558894856,0.019770408163265304,0.022727272727272728,1.0,0.022727272727272728,0.17857142857142858,0.024024024024024024,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
43,"L'ordinateur peut aussi répondre à des interruptions qui lui permettent d'exécuter des programmes de réponses spécifiques à chacune, puis de reprendre l'exécution séquentielle du programme interrompu.",5,1.0,0.170088101875686,0.125,0.0946969696969697,0.8839202965708991,0.0946969696969697,0.3942307692307693,0.09309309309309309,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.0,0.12903225806451613,0.0967741935483871,0.0,0.1935483870967742,0.0,0.1935483870967742,0.06451612903225806,0.16129032258064516,0.03225806451612903,0.0
44,Il a plu et j'ai attendu l'autobus.,1,1.0,0.051291675166020706,0.019770408163265304,0.022727272727272728,1.0,0.022727272727272728,0.17857142857142858,0.030030030030030026,0.1,0.0,0.1,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
45,"Dans d'autres cas il s'agit de limites relatives, basées sur un taux de croissance démographique de référence, valables là aussi uniquement hors centres ou pondérées en fonction du degré de centralité.",5,1.0,0.17366061512658368,0.1256377551020408,0.11363636363636365,0.9026428293820444,0.11363636363636365,0.2930107526881721,0.1081081081081081,0.08333333333333333,0.08333333333333333,0.027777777777777776,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.25,0.0,0.25,0.1111111111111111,0.08333333333333333,0.0,0.0
46,C'est bien !,0,1.0,0.04073162439654586,0.005102040816326531,0.007575757575757576,1.0,0.007575757575757576,0.11111111111111113,0.009009009009009009,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,"En 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective.",3,1.0,0.1073411754040026,0.05548469387755101,0.05303030303030304,0.9329317269076306,0.05303030303030304,0.2611111111111112,0.06006006006006005,0.1,0.05,0.0,0.0,0.05,0.1,0.0,0.1,0.2,0.0,0.25,0.1,0.05,0.0,0.0
48,Les médecins des donneurs vous conseilleront volontiers dans un tel cas vous renseigneront par rapport aux dons de sang.,4,1.0,0.12417923437818722,0.07397959183673468,0.06818181818181819,0.9470513633481294,0.06818181818181819,0.2807017543859649,0.06006006006006005,0.05,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.25,0.1,0.1,0.0,0.0
49,Le plus inquiétant c'est que la Scandinavie avait déjà battu des records de chaleur pendant l'été 2018,1,0.8235294117647056,0.11162031685591893,0.062499999999999986,0.06060606060606061,1.0,0.06060606060606061,0.2549019607843137,0.028528528528528524,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.0,0.05263157894736842
50,J'aime le ski.,0,1.0,0.036205888352485206,0.006377551020408163,0.007575757575757576,1.0,0.007575757575757576,0.16666666666666666,0.015015015015015015,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
51,"""Malheureusement, il semble désormais évident qu'il n'y a pas de voie pour obtenir une confirmation"", a écrit Neera Tanden à Joe Biden en retirant sa candidature",3,1.0,0.1358536751206908,0.10012755102040816,0.0946969696969697,0.9613067655236331,0.0946969696969697,0.2692307692307693,0.04804804804804805,0.125,0.09375,0.0,0.0,0.03125,0.09375,0.09375,0.0,0.09375,0.0,0.09375,0.03125,0.15625,0.15625,0.03125
52,Pourquoi l'oisillon se retrouve-t-il seul dans la forêt ?,0,1.0,0.07055506448176603,0.03380102040816326,0.0303030303030303,1.0,0.0303030303030303,0.2870370370370371,0.036036036036036036,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0
53,Elle est née quel jour ?,0,1.0,0.048274517803313606,0.012755102040816327,0.01893939393939394,1.0,0.01893939393939394,0.09722222222222218,0.018018018018018014,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
54,"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante et qui contraignent l'humanité à travailler en créant un cercle vicieux qui fait du travail une nécessité pour accéder à ses propres désirs",5,1.0,0.20312676026095694,0.14477040816326528,0.13257575757575757,0.8882195448460509,0.13257575757575757,0.2870370370370371,0.11411411411411411,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.18421052631578946,0.0,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.0,0.0
55,Une bouchée de : cette expression fait référence à la quantité d'un aliment qu'on met dans la bouche en une fois.,2,1.0,0.12195117971034197,0.06951530612244897,0.07575757575757576,0.9520940906483075,0.07575757575757576,0.2023809523809524,0.07207207207207207,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.041666666666666664,0.0,0.2916666666666667,0.0,0.20833333333333334,0.0,0.08333333333333333,0.0,0.041666666666666664
56,"Si tu respectait les indications plus sérieusement, tu trouverais plus facilement ton chemin à travers ces ruelles.",3,1.0,0.10720211379637626,0.0707908163265306,0.06060606060606061,0.8816442239546421,0.06060606060606061,0.31862745098039214,0.01901901901901902,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.15789473684210525,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842
57,"Aussitôt que Julie eut découvert la vérité, elle fut furieuse",5,1.0,0.0849445842115999,0.03635204081632652,0.03409090909090909,1.0,0.03409090909090909,0.2666666666666667,0.03303303303303303,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
58,Pile au moment où on a le plus besoin de réconfort,1,1.0,0.06997484191201467,0.029336734693877552,0.03787878787878789,1.0,0.03787878787878789,0.13636363636363633,0.03303303303303303,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0
59,"Le train, en son temps, était également craint. Brigitte Munier Les robots suscitent l'enthousiasme des Occidentaux, mais aussi leur angoisse: au lieu de les concevoir comme de simples outils ou, à la manière japonaise, tels d'amicaux auxiliaires, ils craignent des compétiteurs menaçant leur avenir.",4,0.9318181818181817,0.13693252646132226,0.18877551020408162,0.1628787878787879,0.9314074479737131,0.1628787878787879,0.32007575757575757,0.05505505505505505,0.16363636363636364,0.05454545454545454,0.03636363636363636,0.0,0.01818181818181818,0.14545454545454545,0.03636363636363636,0.0,0.2545454545454545,0.0,0.14545454545454545,0.07272727272727272,0.07272727272727272,0.0,0.0
60,Je viens d'emménager dans ma nouvelle maison.,1,1.0,0.06707372906325784,0.026147959183673467,0.022727272727272728,1.0,0.022727272727272728,0.29761904761904756,0.02702702702702703,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0
61,"Et cette année, ça défile !",2,0.5,0.052916298361324526,0.014668367346938774,0.01893939393939394,1.0,0.01893939393939394,0.13888888888888887,0.018018018018018014,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
62,"Compte tenu de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu'un tel résultat est un artéfact dû à la coupure artificielle d'une seule tache de prairie.",4,0.8928571428571428,0.24869021954331463,0.21237244897959182,0.20833333333333334,0.838317555938038,0.20833333333333334,0.25297619047619047,0.0915915915915916,0.06557377049180328,0.08196721311475409,0.0,0.0,0.03278688524590164,0.18032786885245902,0.01639344262295082,0.0,0.2459016393442623,0.0,0.14754098360655737,0.13114754098360656,0.08196721311475409,0.0,0.01639344262295082
63,"Après mûre réflexion, la Commission européenne a eu une idée brillante: s'attaquer à un nouveau chantier, qui avait jusque-là bizarrement échappé à sa sagacité légendaire.",4,1.0,0.15056775685047935,0.10650510204081631,0.09090909090909091,0.9597590361445784,0.09090909090909091,0.32333333333333336,0.09009009009009009,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.0,0.16666666666666666,0.0,0.1,0.13333333333333333,0.1,0.0,0.0
64,"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",2,1.0,0.11906167131298019,0.07716836734693877,0.06060606060606061,0.8816442239546421,0.06060606060606061,0.36764705882352944,0.07207207207207207,0.16666666666666666,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.25,0.0,0.08333333333333333,0.0,0.0
65,"Et toi, qu'est-ce que tu vas faire ?",1,1.0,0.05639763377983272,0.02040816326530612,0.026515151515151516,1.0,0.026515151515151516,0.13541666666666666,0.03303303303303303,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091
66,Les valorisations boursières des sociétés Internet comme AMAZON,5,1.0,0.08355205004419664,0.037627551020408156,0.026515151515151516,1.0,0.026515151515151516,0.41666666666666663,0.02102102102102102,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.25,0.125,0.0,0.25,0.0
